2017-10-16 13:42:28,c8 b2 1e 41 e0 10
2017-10-16 13:42:35,c8 b2 1e 41 c1 f0
2017-10-16 13:42:43,c8 b2 1e 41 aa c4
2017-10-16 13:42:51,c8 b2 1e 41 aa d1
2017-10-16 13:42:58,c8 b2 1e 41 aa 62
2017-10-16 13:43:04,c8 b2 1e 41 e4 26
2017-10-16 13:43:16,c8 b2 1e 41 a8 eb
2017-10-16 13:43:23,c8 b2 1e 41 bc cc
2017-10-16 13:43:33,c8 b2 1e 41 aa 4b
2017-10-16 13:43:48,c8 b2 1e 41 aa a3
2017-10-16 13:43:55,c8 b2 1e 41 aa 63
2017-10-16 13:44:03,c8 b2 1e 41 a9 6b
2017-10-16 13:44:10,c8 b2 1e 41 a9 73
2017-10-16 13:44:18,c8 b2 1e 41 aa 4c
2017-10-16 13:44:26,c8 b2 1e 41 a8 2b
2017-10-16 13:44:32,c8 b2 1e 41 a9 51
2017-10-16 13:44:39,c8 b2 1e 41 f4 3d
2017-10-16 13:44:47,c8 b2 1e 41 aa 41
2017-10-16 13:44:56,c8 b2 1e 41 a8 e6
2017-10-16 13:45:03,c8 b2 1e 41 e2 9a
2017-10-16 13:45:09,c8 b2 1e 41 e2 7a
2017-10-16 13:45:17,c8 b2 1e 41 aa 3f
2017-10-16 13:45:23,c8 b2 1e 41 c8 f6
2017-10-16 13:45:31,00 00 00 00 00 00
2017-10-16 13:45:44,c8 b2 1e 41 be 57
2017-10-16 13:45:54,c8 b2 1e 41 aa 4f
2017-10-16 13:50:20,c8 b2 1e 41 f5 ed
2017-10-16 13:50:27,c8 b2 1e 41 aa c1
2017-10-16 13:50:36,00 00 00 00 00 00
2017-10-16 13:50:42,c8 b2 1e 41 a8 69
2017-10-16 13:50:51,c8 b2 1e 41 e3 ef
2017-10-16 13:51:00,c8 b2 1e 41 e4 00
2017-10-16 13:51:08,c8 b2 1e 41 f4 aa
2017-10-16 13:51:19,c8 b2 1e 41 e3 e0
2017-10-16 13:51:26,c8 b2 1e 41 e4 1b
2017-10-16 13:51:41,c8 b2 1e 41 de fa
2017-10-16 13:51:53,c8 b2 1e 41 bd 08
2017-10-16 13:52:01,c8 b2 1e 41 aa 8f
2017-10-16 13:52:08,c8 b2 1e 41 aa 70
2017-10-16 13:52:16,c8 b2 1e 41 aa 31
2017-10-16 13:52:28,c8 b2 1e 41 e2 cb
2017-10-16 13:52:35,c8 b2 1e 41 a8 36
2017-10-16 13:52:44,c8 b2 1e 41 f5 e4
2017-10-16 13:52:52,c8 b2 1e 41 aa 98
2017-10-16 13:53:01,c8 b2 1e 41 e2 6c
2017-10-16 13:53:08,c8 b2 1e 41 e4 32
2017-10-16 13:53:16,c8 b2 1e 41 f4 df
2017-10-16 13:53:24,c8 b2 1e 41 aa aa
2017-10-16 13:53:32,c8 b2 1e 41 c2 ab
2017-10-16 13:53:41,c8 b2 1e 41 aa 7e
2017-10-16 13:53:49,c8 b2 1e 41 c2 6d
2017-10-16 13:53:57,c8 b2 1e 41 aa 66
2017-10-16 13:54:04,c8 b2 1e 41 a9 4f
2017-10-16 13:54:32,c8 b2 1e 41 f4 e7
2017-10-16 13:54:40,c8 b2 1e 41 aa 40
2017-10-16 13:54:47,c8 b2 1e 41 aa 86
2017-10-16 13:56:59,c8 b2 1e 41 e4 2b
2017-10-16 13:57:09,c8 b2 1e 41 e4 54
2017-10-16 14:04:55,c8 b2 1e 41 a9 a0
2017-10-16 14:05:07,c8 b2 1e 41 a9 ad
2017-10-16 14:05:13,c8 b2 1e 41 c2 b2
2017-10-16 14:05:23,c8 b2 1e 41 a8 b7
2017-10-16 14:05:29,c8 b2 1e 41 a9 bc
2017-10-16 14:05:37,c8 b2 1e 41 a9 76
2017-10-16 14:05:44,c8 b2 1e 41 c1 bf
2017-10-16 14:06:05,00 00 00 00 00 00
2017-10-16 14:06:10,c8 b2 1e 41 a9 84
2017-10-16 14:06:16,c8 b2 1e 41 a9 ac
2017-10-16 14:06:24,c8 b2 1e 41 c3 29
2017-10-16 14:06:32,c8 b2 1e 41 a9 92
2017-10-16 14:06:41,c8 b2 1e 41 c1 6d
2017-10-16 14:06:47,c8 b2 1e 41 e4 77
2017-10-16 14:07:06,c8 b2 1e 41 e3 ee
2017-10-16 14:07:18,c8 b2 1e 41 e2 93
2017-10-16 14:07:26,c8 b2 1e 41 e4 2a
2017-10-16 14:07:34,c8 b2 1e 41 a9 c7
2017-10-16 14:07:41,c8 b2 1e 41 c1 dc
2017-10-16 14:07:48,c8 b2 1e 41 a9 9f
2017-10-16 14:07:56,c8 b2 1e 41 e4 1a
2017-10-16 14:08:07,c8 b2 1e 41 e4 31
2017-10-16 14:08:49,c8 b2 1e 41 e4 6a
2017-10-16 14:08:56,c8 b2 1e 41 e4 5e
2017-10-16 14:09:03,c8 b2 1e 41 e4 4d
2017-10-16 14:09:10,c8 b2 1e 41 a9 bd
2017-10-16 14:09:19,c8 b2 1e 41 aa bc
2017-10-16 14:09:27,c8 b2 1e 41 aa 82
2017-10-16 14:09:35,c8 b2 1e 41 e2 81
2017-10-16 14:09:42,c8 b2 1e 41 e4 25
2017-10-16 14:09:49,c8 b2 1e 41 e4 79
2017-10-16 14:09:57,c8 b2 1e 41 aa b0
2017-10-16 14:10:06,c8 b2 1e 41 aa a4
2017-10-16 14:10:13,c8 b2 1e 41 a9 5c
2017-10-16 14:10:21,c8 b2 1e 41 e4 3f
2017-10-16 14:10:30,c8 b2 1e 41 e4 3e
2017-10-16 14:10:37,c8 b2 1e 41 e4 53
2017-10-16 14:10:44,c8 b2 1e 41 e4 63
2017-10-16 14:10:52,c8 b2 1e 41 aa 57
2017-10-16 14:11:00,c8 b2 1e 41 e4 0f
2017-10-16 14:11:36,c8 b2 1e 41 e5 71
2017-10-16 14:22:29,c8 b2 1e 41 e4 4c
2017-10-16 14:22:38,c8 b2 1e 41 e4 65
2017-10-16 14:22:47,c8 b2 1e 41 e5 63
2017-10-16 14:22:57,c8 b2 1e 41 a9 a9
2017-10-16 14:23:07,c8 b2 1e 41 e3 7d
2017-10-16 14:23:16,c8 b2 1e 41 a9 c5
2017-10-16 14:23:25,c8 b2 1e 41 e4 b8
2017-10-16 14:23:34,c8 b2 1e 41 e2 a1
2017-10-16 14:23:42,c8 b2 1e 41 e4 c1
2017-10-16 14:23:49,c8 b2 1e 41 e5 e8
2017-10-16 14:24:00,c8 b2 1e 41 a8 f2
2017-10-16 14:24:08,c8 b2 1e 41 e4 e7
2017-10-16 14:24:17,c8 b2 1e 41 e5 3b
2017-10-16 14:24:23,c8 b2 1e 41 e5 2e
2017-10-16 14:24:34,c8 b2 1e 41 a8 a3
2017-10-16 14:24:42,c8 b2 1e 41 e4 d9
2017-10-16 14:24:53,c8 b2 1e 41 a9 a1
2017-10-16 14:25:00,c8 b2 1e 41 e5 12
2017-10-16 14:25:09,c8 b2 1e 41 e5 21
2017-10-16 14:25:17,c8 b2 1e 41 e5 01
2017-10-16 14:25:27,c8 b2 1e 41 e4 0d
2017-10-16 14:25:35,c8 b2 1e 41 c1 d1
2017-10-16 14:25:42,c8 b2 1e 41 c2 7a
2017-10-16 14:25:50,c8 b2 1e 41 e4 cc
2017-10-16 14:25:56,c8 b2 1e 41 c2 0b
2017-10-16 14:26:05,c8 b2 1e 41 c1 d2
2017-10-16 14:26:12,c8 b2 1e 41 c2 ff
2017-10-16 14:26:20,c8 b2 1e 41 e4 a0
2017-10-16 14:26:27,c8 b2 1e 41 c2 00
2017-10-16 14:26:33,c8 b2 1e 41 e4 3c
2017-10-16 14:26:40,c8 b2 1e 41 e4 30
2017-10-16 14:26:46,c8 b2 1e 41 e4 24
2017-10-16 14:26:53,c8 b2 1e 41 c1 e7
2017-10-16 14:27:03,c8 b2 1e 41 c1 f2
2017-10-16 14:27:35,c8 b2 1e 41 aa 96
2017-10-16 14:27:41,c8 b2 1e 41 f4 fc
2017-10-16 14:27:48,c8 b2 1e 41 a8 ad
2017-10-16 14:27:54,c8 b2 1e 41 c2 7e
2017-10-16 14:28:00,c8 b2 1e 41 a9 93
2017-10-16 14:28:07,c8 b2 1e 41 c3 03
2017-10-16 14:35:22,c8 b2 1e 41 a8 7c
2017-10-16 14:35:28,c8 b2 1e 41 a8 50
2017-10-16 14:35:34,c8 b2 1e 41 a7 f6
2017-10-16 14:35:41,c8 b2 1e 41 a9 c6
2017-10-16 14:35:56,c8 b2 1e 41 e5 86
2017-10-16 14:36:04,c8 b2 1e 41 e4 80
2017-10-16 14:36:12,c8 b2 1e 41 a8 2c
2017-10-16 14:36:19,c8 b2 1e 41 a8 37
2017-10-16 14:36:26,c8 b2 1e 41 a7 eb
2017-10-16 14:36:37,c8 b2 1e 41 a8 02
2017-10-16 14:36:44,c8 b2 1e 41 a8 93
2017-10-16 14:36:51,c8 b2 1e 41 a8 a2
2017-10-16 14:36:58,c8 b2 1e 41 a8 0f
2017-10-16 14:37:06,c8 b2 1e 41 a8 87
2017-10-16 14:37:13,c8 b2 1e 41 a9 85
2017-10-16 14:37:20,c8 b2 1e 41 c2 fe
2017-10-16 14:37:27,c8 b2 1e 41 a8 52
2017-10-16 14:37:35,c8 b2 1e 41 a8 1b
2017-10-16 14:37:41,c8 b2 1e 41 c1 e5
2017-10-16 14:37:47,c8 b2 1e 41 e4 73
2017-10-16 14:38:06,c8 b2 1e 41 a9 78
2017-10-16 14:38:13,c8 b2 1e 41 c1 77
2017-10-16 14:38:18,c8 b2 1e 41 c2 b3
2017-10-16 14:38:24,c8 b2 1e 41 a8 b8
2017-10-16 14:38:38,c8 b2 1e 41 a9 cf
2017-10-16 14:38:45,c8 b2 1e 41 c3 2d
2017-10-16 14:38:53,c8 b2 1e 41 c3 1c
2017-10-16 14:39:07,c8 b2 1e 41 c1 bd
2017-10-16 14:39:17,c8 b2 1e 41 c1 c0
2017-10-16 14:39:24,c8 b2 1e 41 e4 19
2017-10-16 14:39:33,c8 b2 1e 41 a9 b6
2017-10-16 14:39:40,c8 b2 1e 41 e3 fa
2017-10-16 14:39:46,c8 b2 1e 41 c1 d0
2017-10-16 14:39:53,c8 b2 1e 41 a9 8e
2017-10-16 14:40:00,c8 b2 1e 41 a9 94
2017-10-16 14:40:08,c8 b2 1e 41 a8 44
2017-10-16 14:40:15,c8 b2 1e 41 a9 9d
2017-10-16 14:40:22,c8 b2 1e 41 a9 81
2017-10-16 14:40:30,c8 b2 1e 41 e4 59
2017-10-16 14:40:36,c8 b2 1e 41 a9 86
2017-10-16 14:43:29,c8 b2 1e 41 a7 e8
2017-10-16 14:43:34,c8 b2 1e 41 e4 8f
2017-10-16 14:48:58,c8 b2 1e 41 a9 b5
2017-10-16 14:49:10,c8 b2 1e 41 a8 33
2017-10-16 14:49:17,c8 b2 1e 41 a8 91
2017-10-16 14:49:26,c8 b2 1e 41 a8 9f
2017-10-16 14:49:34,c8 b2 1e 41 a9 9c
2017-10-16 14:49:42,c8 b2 1e 41 a8 6c
2017-10-16 14:49:50,c8 b2 1e 41 c2 16
2017-10-16 14:49:57,c8 b2 1e 41 c2 16
2017-10-16 14:50:04,c8 b2 1e 41 a7 ff
2017-10-16 14:50:21,c8 b2 1e 41 a8 4f
2017-10-16 14:50:28,c8 b2 1e 41 a9 d1
2017-10-16 14:50:36,c8 b2 1e 41 c2 81
2017-10-16 14:50:43,c8 b2 1e 41 a8 5d
2017-10-16 14:50:51,c8 b2 1e 41 e2 00
2017-10-16 14:51:00,c8 b2 1e 41 c1 82
2017-10-16 14:51:07,c8 b2 1e 41 c3 2f
2017-10-16 14:51:15,c8 b2 1e 41 a9 a8
2017-10-16 14:51:22,c8 b2 1e 41 c2 2f
2017-10-16 14:51:28,c8 b2 1e 41 c2 22
2017-10-16 14:51:37,c8 b2 1e 41 a9 9e
2017-10-16 14:51:54,c8 b2 1e 41 a8 0b
2017-10-16 14:52:03,c8 b2 1e 41 a8 34
2017-10-16 14:52:11,c8 b2 1e 41 a8 1a
2017-10-16 14:52:18,c8 b2 1e 41 a8 60
2017-10-16 14:52:31,c8 b2 1e 41 a8 0d
2017-10-16 14:52:37,c8 b2 1e 41 a7 f4
2017-10-16 14:52:43,c8 b2 1e 41 a9 c4
2017-10-16 14:52:51,c8 b2 1e 41 c1 c7
2017-10-16 14:52:59,c8 b2 1e 41 a8 ab
2017-10-16 14:53:06,c8 b2 1e 41 a8 42
2017-10-16 14:53:14,c8 b2 1e 41 a8 b9
2017-10-16 14:53:24,c8 b2 1e 41 a9 75
2017-10-16 14:53:30,c8 b2 1e 41 a8 6e
2017-10-16 14:53:40,c8 b2 1e 41 c1 63
2017-10-16 14:53:48,c8 b2 1e 41 a8 29
2017-10-16 14:53:56,c8 b2 1e 41 a8 ae
2017-10-16 14:54:04,c8 b2 1e 41 a8 00
2017-10-16 14:54:11,c8 b2 1e 41 a9 79
2017-10-16 15:02:55,c8 b2 1e 41 e3 6b
2017-10-16 15:03:02,c8 b2 1e 41 e2 83
2017-10-16 15:03:09,c8 b2 1e 41 e4 88
2017-10-16 15:03:15,c8 b2 1e 41 e2 83
2017-10-16 15:03:22,c8 b2 1e 41 e3 b4
2017-10-16 15:03:30,c8 b2 1e 41 a8 fd
2017-10-16 15:03:36,c8 b2 1e 41 a8 77
2017-10-16 15:03:44,00 00 00 00 00 00
2017-10-16 15:03:53,c8 b2 1e 41 a8 77
2017-10-16 15:04:00,c8 b2 1e 41 e4 5c
2017-10-16 15:04:06,c8 b2 1e 41 e2 ad
2017-10-16 15:04:13,c8 b2 1e 41 aa 72
2017-10-16 15:04:22,00 00 00 00 00 00
2017-10-16 15:04:29,c8 b2 1e 41 a8 8e
2017-10-16 15:04:36,c8 b2 1e 41 aa 8b
2017-10-16 15:04:43,c8 b2 1e 41 a8 1d
2017-10-16 15:04:51,c8 b2 1e 41 a8 0e
2017-10-16 15:04:58,c8 b2 1e 41 a9 25
2017-10-16 15:05:05,c8 b2 1e 41 a8 f1
2017-10-16 15:05:11,c8 b2 1e 41 a9 7f
2017-10-16 15:05:18,c8 b2 1e 41 e2 bf
2017-10-16 15:05:24,c8 b2 1e 41 f5 b1
2017-10-16 15:05:41,c8 b2 1e 41 aa af
2017-10-16 15:05:48,c8 b2 1e 41 c1 dd
2017-10-16 15:05:55,c8 b2 1e 41 aa 71
2017-10-16 15:06:02,c8 b2 1e 41 aa 33
2017-10-16 15:06:10,c8 b2 1e 41 a8 b4
2017-10-16 15:06:17,c8 b2 1e 41 a9 0b
2017-10-16 15:06:26,c8 b2 1e 41 a8 01
2017-10-16 15:06:32,c8 b2 1e 41 aa b4
2017-10-16 15:06:37,c8 b2 1e 41 e4 44
2017-10-16 15:06:40,c8 b2 1e 41 a9 8c
2017-10-16 15:06:48,00 00 00 00 00 00
2017-10-16 15:06:52,c8 b2 1e 41 a9 ab
2017-10-16 15:06:59,c8 b2 1e 41 a9 db
2017-10-16 15:07:09,c8 b2 1e 41 a8 3f
2017-10-16 15:07:15,c8 b2 1e 41 a8 84
2017-10-16 15:07:22,c8 b2 1e 41 a9 ce
2017-10-16 15:07:30,c8 b2 1e 41 a8 25
2017-10-16 15:07:37,c8 b2 1e 41 a9 83
2017-10-16 15:07:45,c8 b2 1e 41 a8 79
2017-10-16 15:07:54,c8 b2 1e 41 a9 91
2017-10-16 15:07:59,c8 b2 1e 41 a7 f3
2017-10-16 15:08:19,c8 b2 1e 41 e4 a6
2017-10-16 15:16:56,c8 b2 1e 41 e2 c6
2017-10-16 15:17:03,c8 b2 1e 41 e2 d1
2017-10-16 15:17:10,c8 b2 1e 41 e4 a3
2017-10-16 15:17:14,c8 b2 1e 41 e7 aa
2017-10-16 15:17:17,c8 b2 1e 41 e2 75
2017-10-16 15:17:25,c8 b2 1e 41 e4 94
2017-10-16 15:17:33,c8 b2 1e 41 e2 af
2017-10-16 15:17:40,c8 b2 1e 41 e4 23
2017-10-16 15:17:47,c8 b2 1e 41 e4 2f
2017-10-16 15:17:54,c8 b2 1e 41 e4 0e
2017-10-16 15:18:01,c8 b2 1e 41 e2 66
2017-10-16 15:18:09,c8 b2 1e 41 e2 41
2017-10-16 15:18:16,c8 b2 1e 41 e4 6d
2017-10-16 15:18:24,c8 b2 1e 41 e2 53
2017-10-16 15:18:31,c8 b2 1e 41 e2 4e
2017-10-16 15:18:39,c8 b2 1e 41 e2 44
2017-10-16 15:18:46,c8 b2 1e 41 e2 5b
2017-10-16 15:18:53,c8 b2 1e 41 e3 68
2017-10-16 15:19:00,c8 b2 1e 41 e4 20
2017-10-16 15:19:08,c8 b2 1e 41 e4 58
2017-10-16 15:19:15,c8 b2 1e 41 e4 44
2017-10-16 15:19:32,c8 b2 1e 41 e2 b9
2017-10-16 15:19:39,c8 b2 1e 41 e4 40
2017-10-16 15:19:52,c8 b2 1e 41 e3 50
2017-10-16 15:20:00,00 00 00 00 00 00
2017-10-16 15:20:10,c8 b2 1e 41 e2 78
2017-10-16 15:20:17,c8 b2 1e 41 e2 43
2017-10-16 15:20:24,c8 b2 1e 41 e3 be
2017-10-16 15:20:33,c8 b2 1e 41 e4 36
2017-10-16 15:20:40,c8 b2 1e 41 e2 a3
2017-10-16 15:20:47,c8 b2 1e 41 e3 a8
2017-10-16 15:20:56,c8 b2 1e 41 e7 77
2017-10-16 15:21:02,c8 b2 1e 41 e2 96
2017-10-16 15:21:13,c8 b2 1e 41 e4 0c
2017-10-16 15:21:39,c8 b2 1e 41 e4 5f
2017-10-16 15:21:48,c8 b2 1e 41 a4 11
2017-10-16 15:21:49,c8 b2 1e 41 a4 11
2017-10-16 15:21:57,c8 b2 1e 41 e3 5e
2017-10-16 15:22:05,c8 b2 1e 41 e4 1c
2017-10-16 15:22:14,00 00 00 00 00 00
2017-10-16 15:22:18,c8 b2 1e 41 e3 72
2017-10-16 15:22:25,c8 b2 1e 41 c1 db
2017-10-16 15:22:32,c8 b2 1e 41 e2 5e
2017-10-16 15:30:11,c8 b2 1e 41 e7 01
2017-10-16 15:31:22,c8 b2 1e 41 e6 d3
2017-10-16 15:31:32,c8 b2 1e 41 e7 01
2017-10-16 15:31:41,c8 b2 1e 41 e8 10
2017-10-16 15:31:48,c8 b2 1e 41 e8 1c
2017-10-16 15:31:56,c8 b2 1e 41 a4 8d
2017-10-16 15:32:04,c8 b2 1e 41 e7 f1
2017-10-16 15:32:13,c8 b2 1e 41 e8 0b
2017-10-16 15:32:23,c8 b2 1e 41 e8 66
2017-10-16 15:32:29,c8 b2 1e 41 e8 58
2017-10-16 15:32:38,c8 b2 1e 41 e6 b5
2017-10-16 15:32:47,c8 b2 1e 41 e7 c0
2017-10-16 15:32:54,c8 b2 1e 41 e8 48
2017-10-16 15:33:02,c8 b2 1e 41 e7 86
2017-10-16 15:33:11,c8 b2 1e 41 e2 85
2017-10-16 15:33:20,c8 b2 1e 41 e2 6b
2017-10-16 15:33:27,c8 b2 1e 41 a4 a7
2017-10-16 15:33:35,c8 b2 1e 41 a8 1e
2017-10-16 15:33:43,c8 b2 1e 41 e2 bd
2017-10-16 15:33:53,c8 b2 1e 41 e2 c9
2017-10-16 15:34:00,c8 b2 1e 41 e6 24
2017-10-16 15:35:03,c8 b2 1e 41 e3 75
2017-10-16 15:35:11,c8 b2 1e 41 e2 ea
2017-10-16 15:35:20,c8 b2 1e 41 a9 37
2017-10-16 15:35:29,c8 b2 1e 41 e4 7b
2017-10-16 15:35:36,c8 b2 1e 41 e6 f7
2017-10-16 15:35:43,c8 b2 1e 41 e4 3b
2017-10-16 15:35:51,c8 b2 1e 41 e6 69
2017-10-16 15:35:58,c8 b2 1e 41 a4 81
2017-10-16 15:36:06,c8 b2 1e 41 e6 18
2017-10-16 15:36:14,c8 b2 1e 41 a4 4d
2017-10-16 15:36:21,c8 b2 1e 41 e8 00
2017-10-16 15:36:31,c8 b2 1e 41 e3 01
2017-10-16 15:36:39,c8 b2 1e 41 e4 4a
2017-10-16 15:36:48,c8 b2 1e 41 e4 98
2017-10-16 15:36:55,c8 b2 1e 41 e3 4d
2017-10-16 15:37:24,c8 b2 1e 41 e6 3c
2017-10-16 15:37:32,c8 b2 1e 41 c0 5f
2017-10-16 15:37:39,c8 b2 1e 41 a4 76
2017-10-16 15:37:47,c8 b2 1e 41 e6 aa
2017-10-16 15:37:54,c8 b2 1e 41 e6 9c
2017-10-16 15:38:01,c8 b2 1e 41 e7 c4
2017-10-16 15:38:10,c8 b2 1e 41 e4 03
2017-10-16 15:38:17,c8 b2 1e 41 a4 6a
2017-10-16 15:38:25,c8 b2 1e 41 a4 5c
2017-10-16 15:38:34,c8 b2 1e 41 d7 6c
2017-10-16 15:38:42,c8 b2 1e 41 a3 f6
2017-10-16 15:38:49,c8 b2 1e 41 d7 d4
2017-10-16 15:38:56,c8 b2 1e 41 a3 a8
2017-10-16 15:39:05,c8 b2 1e 41 ba 0c
2017-10-16 15:39:13,c8 b2 1e 41 d6 fc
2017-10-16 15:39:21,c8 b2 1e 41 c0 98
2017-10-16 15:39:28,c8 b2 1e 41 a3 ce
2017-10-16 15:39:36,c8 b2 1e 41 a3 da
2017-10-16 15:40:44,c8 b2 1e 41 a3 1b
2017-10-16 15:40:52,c8 b2 1e 41 c1 cf
2017-10-16 15:41:00,c8 b2 1e 41 e7 f6
2017-10-16 15:41:08,c8 b2 1e 41 c0 53
2017-10-16 15:41:16,c8 b2 1e 41 e7 ce
2017-10-16 15:41:22,c8 b2 1e 41 e7 e7
2017-10-16 15:41:35,c8 b2 1e 41 ba 45
2017-10-16 15:41:47,c8 b2 1e 41 e7 dc
2017-10-16 15:41:55,c8 b2 1e 41 e5 a4
2017-10-16 15:43:22,c8 b2 1e 41 a2 0e
2017-10-16 15:43:31,c8 b2 1e 41 c1 da
2017-10-16 15:43:39,c8 b2 1e 41 c1 5f
2017-10-16 15:43:48,c8 b2 1e 41 e4 ae
2017-10-16 15:43:55,c8 b2 1e 41 a3 b5
2017-10-16 15:44:02,c8 b2 1e 41 f8 8d
2017-10-16 15:44:10,c8 b2 1e 41 a3 c0
2017-10-16 15:44:21,c8 b2 1e 41 f6 aa
2017-10-16 15:44:28,c8 b2 1e 41 c1 b8
2017-10-16 15:44:35,c8 b2 1e 41 a3 0b
2017-10-16 15:48:37,c8 b2 1e 41 e6 61
2017-10-16 15:48:45,c8 b2 1e 41 a5 a0
2017-10-16 15:48:53,c8 b2 1e 41 a2 82
2017-10-16 15:49:01,c8 b2 1e 41 a2 0d
