2017-12-22 18:07:25,c8 b2 1e 1e 4a cb,CS2.3
2017-12-22 18:07:33,c8 b2 1e 1e 4a a5,CS2.3
2017-12-22 18:07:43,c8 b2 1e 00 00 00,CS2.3
