2018-01-02 14:12:16,c8 b2 1e 1e 4a 95,CS2.3
2018-01-02 14:13:01,c8 b2 1e 1e 4a b7,CS2.3
2018-01-02 14:13:31,c8 b2 1e 1e 4a ad,CS2.3
2018-01-02 14:13:46,c8 b2 1e 1e 4a ae,CS2.3
